,name,coords,elevation,vegetation
517,p3rdt114,"(-121.78034047176492, 37.760408749726714)",206.81959533691406,0.0
518,p3rdt112,"(-121.78050643771343, 37.760671837245425)",207.49143981933594,0.0
519,p3rdt109,"(-121.77901421577586, 37.7582526685018)",200.55908203125,0.0
520,p3rdt109-p3rdt115xx,"(-121.77905616039902, 37.7581555039887)",200.25389099121094,0.0
521,p3rdt109-p3rdt115x,"(-121.77762313988802, 37.76089715238531)",211.71226501464844,0.0
522,p3rdt110-p3rdt115xx,"(-121.77756442010755, 37.762867946588365)",226.05711364746094,0.0
523,p3rdt110-p3rdt115x,"(-121.77690249030374, 37.76191712770986)",221.68016052246094,0.0
524,p3rdt110,"(-121.77761418414563, 37.762817850189116)",225.37530517578125,0.0
525,p3rdt105-p3rdt106x,"(-121.77384946754766, 37.75291776980577)",193.3830108642578,0.0
526,p3rdt106,"(-121.77468992694483, 37.75313657938349)",193.2264404296875,0.0
527,p3rdt10-p3rdt6x,"(-121.76985549758058, 37.7459941346228)",177.93333435058594,0.0
528,p3rdt10,"(-121.76866710943943, 37.74647876880349)",177.2449493408203,0.0
529,p3rdt12,"(-121.76332785491422, 37.74450374308698)",171.81549072265625,0.0
530,p3rdt3,"(-121.76337947015269, 37.74449294930507)",171.81993103027344,0.0
531,p3rdt12-p3rdt69x,"(-121.76338526731804, 37.74341717370805)",171.15609741210938,0.0
532,p3rdt65-p3rdt80x,"(-121.7633062340906, 37.74163222950715)",169.84007263183594,0.0
533,p3rdt65,"(-121.76211123908861, 37.74143504503016)",169.598876953125,0.0
534,p3rdt85,"(-121.7632608460794, 37.73939891031366)",168.34799194335938,0.0
535,p3rdt73,"(-121.76325534650853, 37.7390473546301)",168.09451293945312,0.0
536,p3rdt79,"(-121.76327469410242, 37.7399308089347)",168.7477264404297,0.0
537,p3rdt66,"(-121.76328019371373, 37.74028236456852)",168.98965454101562,0.0
538,p3rdt83,"(-121.76328245567775, 37.74045678534382)",169.0438232421875,0.0
539,p3rdt70,"(-121.76328403971095, 37.7409436837751)",169.45693969726562,0.0
540,p3rdt68,"(-121.76328953930783, 37.74129523935142)",169.64732360839844,0.0
541,p3rdt68-p3rdt80x,"(-121.763245918342, 37.74169352756878)",169.90345764160156,0.0
542,p3rdt71-p3rdt82x,"(-121.7646455630738, 37.74392605428309)",172.01837158203125,0.0
543,p3rdt82,"(-121.76494115126556, 37.74256294953696)",171.4507293701172,0.0
544,p3rdt76,"(-121.76481758750381, 37.74064998499808)",170.47189331054688,0.0
545,p3rdt72,"(-121.76448529166903, 37.73968548262779)",169.1110382080078,0.0
546,p3rdt75,"(-121.76433191365632, 37.74164963935671)",170.51197814941406,0.0
547,p3rdt84,"(-121.76515754290847, 37.74252149596035)",171.50636291503906,0.0
548,p3rdt71-p3rdt84x,"(-121.76460854223319, 37.74385401515934)",171.96372985839844,0.0
549,p3rdt71-p3rdt84xx,"(-121.76512059405258, 37.74266918701661)",171.56472778320312,0.0
550,p3rdt129,"(-121.76995308011237, 37.72886424802238)",164.79745483398438,0.0
551,p3rdt129-p3rdt134x,"(-121.76884926622374, 37.72860319863275)",164.3767547607422,0.0
552,p3rdt134,"(-121.76853980658053, 37.728552069015976)",164.27725219726562,0.0
553,p3rdt136,"(-121.76996321752817, 37.7287258150703)",164.7381591796875,0.0
554,p3rdt132,"(-121.76996081603909, 37.72818502260611)",164.35870361328125,0.0
555,p3rdt131,"(-121.76994797064845, 37.73444877472715)",167.88165283203125,0.0
556,p3rdt129-p3rdt131xx,"(-121.7699458383559, 37.73228285164476)",166.86663818359375,0.0
557,p3rdt129-p3rdt131x,"(-121.76995370871529, 37.73043531269119)",165.88526916503906,0.0
558,p3rdt130-p3rdt131x,"(-121.76875331496676, 37.73439741685411)",167.46139526367188,0.0
559,p3rdt130,"(-121.76848122475897, 37.73439272265664)",167.3739013671875,0.0
560,p3rdt135,"(-121.77088529704078, 37.73562454886697)",168.97544860839844,0.0
561,p3rdt81,"(-121.77096919886463, 37.73582937085177)",169.1998291015625,0.0
562,p3rdt67-p3rdt81x,"(-121.7699443381585, 37.73897082813341)",171.0946502685547,0.0
563,p3rdt120,"(-121.78009857471777, 37.72237798101311)",160.9481964111328,0.0
564,p3rdt119,"(-121.78090172846883, 37.72274113653981)",161.63705444335938,0.0
565,p3rdt121,"(-121.78009088867817, 37.72284656744658)",161.221923828125,0.0
566,p3rdt117,"(-121.78012615015119, 37.72298547137465)",161.4073028564453,0.0
567,p3rdt118,"(-121.78022846777509, 37.72345184922883)",161.68243408203125,0.0
568,p3rdt40,"(-121.77779679735501, 37.732637740105254)",172.00506591796875,0.0
569,p3rdt118-p3rdt40x,"(-121.77994957840777, 37.72499633241993)",162.78538513183594,0.0
570,p3rdt42,"(-121.77321796513858, 37.73641159139407)",170.9189453125,0.0
571,p3rdt40-p3rdt42x,"(-121.77454680210545, 37.735422163510854)",170.49459838867188,0.0
572,p3rdt152,"(-121.77277529287096, 37.73641599569887)",170.68624877929688,0.0
573,p3rdt133,"(-121.77189428621536, 37.7363741147332)",170.17869567871094,0.0
574,p3rdt133-p3rdt67x,"(-121.76998136191698, 37.739042865687246)",171.1383819580078,0.0
575,p3rdt16,"(-121.76754465381178, 37.75277365979692)",182.76055908203125,0.0
576,p3rdt4,"(-121.76755136883065, 37.75305312534393)",183.59521484375,0.0
577,p3rdt107-p3rdt16x,"(-121.77308526426862, 37.75242075893521)",191.306396484375,0.0
578,p3rdt161-p3rdt163x,"(-121.78757665989517, 37.72351059676501)",174.66065979003906,0.0
579,p3rdt163,"(-121.78612538535255, 37.722268954986184)",169.29275512695312,0.0
580,p3rdt1447-p3rdt1452x,"(-121.79648729989975, 37.715830288610725)",166.95652770996094,0.0
581,p3rdt1447,"(-121.79633190667926, 37.71548497064756)",167.19659423828125,0.0
582,p3rdt162-p3rdt168x,"(-121.78859654024151, 37.725685500029016)",183.223388671875,4.0
583,p3rdt168,"(-121.7889581214299, 37.72390237294559)",184.0273895263672,7.0
584,p3rdt434-p3rdt440x,"(-121.77404597586204, 37.765119952698406)",275.52459716796875,0.0
585,p3rdt434,"(-121.77957667975429, 37.76453434631066)",238.3069305419922,0.0
586,p3rdt435-p3rdt440xx,"(-121.77250342421827, 37.76449548891564)",260.07501220703125,7.0
587,p3rdt435-p3rdt440x,"(-121.77405979997826, 37.76494290655479)",273.1237487792969,7.0
588,p3rdt435,"(-121.77246146727511, 37.7645926507819)",260.23431396484375,8.0
589,p3rdt437,"(-121.78197302421783, 37.7693268832219)",241.63755798339844,10.0
590,p3rdt439,"(-121.7829383944125, 37.76861583937057)",237.44200134277344,23.0
591,p3rdt436,"(-121.78150465139727, 37.77040691611303)",259.13922119140625,9.0
592,p3rdt956,"(-121.78146130808432, 37.77214257926402)",292.5517272949219,0.0
593,p3rdt956-p3rdt960x,"(-121.77715335914012, 37.77424921594023)",285.5886535644531,0.0
594,p3rdt956-p3rdt960x_b1_1,"(-121.77757585778113, 37.77480331801563)",284.5726013183594,6.0
595,p3rdt957,"(-121.77646253957674, 37.77459966157085)",287.7322082519531,0.0
596,p3rdt963,"(-121.77569135761308, 37.77708482867386)",341.3168029785156,7.0
597,p3rdt957-p3rdt960x,"(-121.77711631175082, 37.77417718063537)",286.2258605957031,0.0
598,p3rdt438-p3rdt538x,"(-121.78415197337513, 37.77067152522685)",274.2259826660156,9.0
599,p3rdt438,"(-121.78342471156752, 37.77011697672712)",249.02194213867188,10.0
600,p3rdt542,"(-121.78591515244801, 37.7677633558009)",259.986572265625,13.0
601,p3rdt545,"(-121.78591716667923, 37.767721075051114)",259.986572265625,13.0
602,p3rdt539,"(-121.78673283036646, 37.769168698101076)",247.525390625,0.0
603,p3rdt541,"(-121.78582356367035, 37.76944207380508)",247.6959686279297,6.0
604,p3rdt543,"(-121.78673128394209, 37.77017244363908)",257.64056396484375,9.0
605,p3rdt1075,"(-121.78620882290619, 37.77226703135259)",324.0867614746094,7.0
606,p3rdt1071,"(-121.78716945420456, 37.77302163414422)",337.9151916503906,12.0
607,p3rdt1072,"(-121.78471263332827, 37.77120278386356)",287.7261657714844,10.0
608,p3rdt541-p3rdt547x,"(-121.78506247563342, 37.76917499003746)",255.25743103027344,20.0
609,p3rdt544-p3rdt547x,"(-121.785028088517, 37.76910213217655)",255.3682861328125,20.0
610,p3rdt544,"(-121.78403995407096, 37.768600174186446)",250.70504760742188,8.0
611,p3rdt1077,"(-121.7843291377897, 37.802932602384196)",590.4348754882812,15.0
612,p3rdt1077_b1_1,"(-121.78275740391344, 37.80294958866636)",574.3540649414062,31.0
613,p3rdt1077-p3rdt1086x,"(-121.78615757230621, 37.80284947062826)",608.995361328125,8.0
614,p3rdt1059-p3rdt1064xx,"(-121.78625461055773, 37.805797695145834)",598.4854736328125,8.0
615,p3rdt1059-p3rdt1064x,"(-121.78537424316718, 37.80629336951056)",589.8377075195312,6.0
616,p3rdt1064-p3rdt1087xx,"(-121.78655558036382, 37.805490431982896)",587.2661743164062,45.0
617,p3rdt1064-p3rdt1087x,"(-121.78621753933125, 37.8057256626577)",592.0179443359375,15.0
618,p3rdt1085-p3rdt1087x,"(-121.78715012680033, 37.803865257961434)",614.7804565429688,0.0
619,p3rdt1087,"(-121.78659747632199, 37.805516652004236)",590.1614379882812,45.0
620,p3rdt1058,"(-121.78857579136617, 37.808591260900315)",630.1154174804688,15.0
621,p3rdt1053,"(-121.78838630371085, 37.80858364604958)",631.7640380859375,14.0
622,p3rdt1056,"(-121.7891385713904, 37.808429153492035)",630.8502197265625,0.0
623,p3rdt1065,"(-121.79079177779714, 37.808058591408354)",622.22802734375,0.0
624,p3rdt1052-p3rdt1065x,"(-121.79205286701387, 37.808425843637465)",630.5919189453125,7.0
625,p3rdt0,"(-121.7519272640128, 37.759861710008174)",221.7249755859375,0.0
626,p3rdt0-p3rdt1x,"(-121.75207434689197, 37.75588788701819)",205.97950744628906,0.0
627,p3rdt1,"(-121.75211706075497, 37.755838918159334)",205.97950744628906,0.0
628,p3rdt171,"(-121.75174963652904, 37.763909375196334)",261.25299072265625,0.0
629,p3rdt171_b1_1,"(-121.75161757750806, 37.76342746892147)",253.6785430908203,0.0
630,p3rdt156,"(-121.74818674696078, 37.75773391276934)",223.42449951171875,0.0
631,p3rdt159,"(-121.7477247718385, 37.757074327595504)",222.40806579589844,0.0
632,p3rdt155,"(-121.74839551447472, 37.758352342753085)",225.90391540527344,0.0
633,p3rdt158,"(-121.7483836797798, 37.75952052467317)",232.9884033203125,0.0
634,p3rdt155-p3rdt158x,"(-121.7483911916369, 37.75884181704404)",227.9457244873047,0.0
635,p3rdt1001,"(-121.77051507374924, 37.786188898104264)",410.8501892089844,0.0
636,p3rdt1001-p3rdt171x,"(-121.75722082791265, 37.77186853102432)",447.4552307128906,3.0
637,p3rdt1001-p3rdt171xx,"(-121.75211881160622, 37.765352488045224)",291.5704650878906,0.0
638,p3rdt74,"(-121.76332965011369, 37.74239502512596)",170.35198974609375,0.0
639,p3rdt80,"(-121.76329845778767, 37.74167678213403)",169.90345764160156,0.0
640,p3rdt77,"(-121.76331970591816, 37.742520931385556)",170.48631286621094,0.0
641,p3rdt69,"(-121.76333472414186, 37.74343067801737)",171.1441650390625,0.0
642,p3rdt71,"(-121.76460076643906, 37.74389856786536)",171.98252868652344,0.0
643,p3rdt11,"(-121.768474105672, 37.74590379385755)",176.96368408203125,0.0
644,p3rdt11-p3rdt71x,"(-121.7662549980483, 37.74475400370521)",173.71621704101562,0.0
645,p3rdt6,"(-121.76989827758138, 37.745968866105876)",177.93333435058594,0.0
646,p3rdt11-p3rdt6x,"(-121.76856282326027, 37.745895723513165)",176.92527770996094,0.0
647,p3rdt67,"(-121.76993656614582, 37.739015381292575)",171.1383819580078,0.0
648,p3rdt107,"(-121.77310944356871, 37.75237837473871)",191.0200958251953,0.0
649,p3rdt107_b1_1,"(-121.77176984609824, 37.75238232747055)",190.24928283691406,0.0
650,p3rdt1454,"(-121.79702880482444, 37.71577529357191)",166.8341064453125,0.0
651,p3rdt1446,"(-121.79714955148243, 37.7150578829271)",167.49395751953125,0.0
652,p3rdt1452,"(-121.79650862619576, 37.71578801110799)",166.95652770996094,0.0
653,p3rdt1452-p3rdt167xxx,"(-121.79336828631867, 37.72058257183382)",164.83831787109375,0.0
654,p3rdt1452-p3rdt167xx,"(-121.79478800177677, 37.7196060993087)",167.6176300048828,0.0
655,p3rdt1452-p3rdt167x,"(-121.79646860786607, 37.715755367616886)",167.06619262695312,0.0
656,p3rdt165-p3rdt167x,"(-121.79294748930432, 37.72073124705758)",165.010009765625,0.0
657,p3rdt165-p3rdt167xx,"(-121.79339759818374, 37.72064406627202)",164.83831787109375,0.0
658,p3rdt165-p3rdt170xx,"(-121.79255574989358, 37.72085018922334)",166.13900756835938,0.0
659,p3rdt165-p3rdt170x,"(-121.79300776349909, 37.72066993286524)",165.16871643066406,0.0
660,p3rdt169,"(-121.7883602835727, 37.72229194845289)",173.18617248535156,0.0
661,p3rdt170,"(-121.79259760111262, 37.720876406697535)",166.49127197265625,0.0
662,p3rdt166,"(-121.78815607956895, 37.72228984928518)",172.91940307617188,0.0
663,p3rdt161,"(-121.78761942090009, 37.72348532139276)",174.4312744140625,0.0
664,p3rdt162,"(-121.78863839270117, 37.72571171891085)",183.2003173828125,4.0
665,p3rdt164,"(-121.78923623729705, 37.72654933054676)",187.24595642089844,0.0
666,p3rdt37,"(-121.79041502181015, 37.727810866531726)",196.22720336914062,0.0
667,p3rdt39,"(-121.7907457284364, 37.72792576037558)",198.8717803955078,0.0
668,p3rdt35,"(-121.790910414985, 37.72805028221996)",199.52476501464844,0.0
669,p3rdt36,"(-121.79162906226556, 37.72851730499726)",205.47262573242188,0.0
670,p3rdt38,"(-121.79184140373258, 37.72990074710384)",222.51292419433594,0.0
671,p3rdt36-p3rdt38x,"(-121.79186636869377, 37.729733633641615)",222.01904296875,0.0
672,p3rdt128,"(-121.79325284831506, 37.73614074709507)",230.55307006835938,0.0
673,p3rdt104,"(-121.77770308639606, 37.752351056599124)",190.0584716796875,0.0
674,p3rdt104-p3rdt128x,"(-121.77893110505283, 37.75177177791646)",189.53675842285156,0.0
675,p3rdt104-p3rdt107x,"(-121.77316305456915, 37.75239712684088)",191.11715698242188,0.0
676,p3rdt105-p3rdt107x,"(-121.77381243346268, 37.75284573344743)",193.1820831298828,0.0
677,p3rdt108,"(-121.7740922268299, 37.754274983218075)",197.66067504882812,0.0
678,p3rdt105,"(-121.77380466208083, 37.75289028677413)",193.3830108642578,0.0
679,p3rdt111,"(-121.77446443264976, 37.75510802817293)",199.8732147216797,0.0
680,p3rdt115,"(-121.77676296553572, 37.76166615540254)",219.16038513183594,0.0
681,p3rdt111-p3rdt115x,"(-121.77512857038536, 37.75727516123798)",204.010498046875,0.0
682,p3rdt440,"(-121.77409926796612, 37.765120297018896)",275.5460510253906,0.0
683,p3rdt960,"(-121.7771085397597, 37.77422173401768)",286.2258605957031,0.0
684,p3rdt440-p3rdt960x,"(-121.77660637846641, 37.772999722304625)",288.86761474609375,3.0
685,p3rdt966,"(-121.77762262457814, 37.774959852537194)",284.2013854980469,6.0
686,p3rdt959,"(-121.77797462134035, 37.77816928175552)",312.0616149902344,6.0
687,p3rdt538,"(-121.78410141504273, 37.770685038127425)",274.2259826660156,9.0
688,p3rdt547,"(-121.78507189312437, 37.76913063407407)",255.3682861328125,20.0
689,p3rdt967,"(-121.78366368095293, 37.77306995627512)",254.879638671875,0.0
690,p3rdt967_b1_1,"(-121.78318016579584, 37.77232875228508)",255.18858337402344,5.0
691,p3rdt1073,"(-121.78433433798082, 37.774410762764646)",255.4165802001953,0.0
692,p3rdt1074,"(-121.78448780610819, 37.775439797844165)",258.6721496582031,0.0
693,p3rdt1074-p3rdt959x,"(-121.77801944339424, 37.7781967633774)",312.0616149902344,6.0
694,p3rdt1074-p3rdt959x_b1_1,"(-121.77851089696817, 37.77801253372491)",316.7432556152344,4.0
695,p3rdt964,"(-121.77757613503029, 37.7786849728225)",316.28204345703125,7.0
696,p3rdt988,"(-121.7774421816545, 37.783370197037016)",396.13250732421875,0.0
697,p3rdt988_b1_1,"(-121.77638636742694, 37.78290242035127)",383.51092529296875,3.0
698,p3rdt1001-p3rdt988x,"(-121.77056514008733, 37.786203541522404)",410.1953430175781,0.0
699,p3rdt1001-p3rdt988x_b1_1,"(-121.77117305941486, 37.785705187879856)",406.45263671875,0.0
700,p3rdt1001-p3rdt313x,"(-121.77842836644756, 37.79557743815583)",535.0073852539062,4.0
701,p3rdt1001-p3rdt313x_b1_1,"(-121.77690529605663, 37.79482260826843)",526.7105102539062,2.0
702,p3rdt1084-p3rdt313x,"(-121.7842600911975, 37.80219000060319)",601.5365600585938,7.0
703,p3rdt1084-p3rdt313x_b1_1,"(-121.78349743137058, 37.80146112654073)",598.8770751953125,0.0
704,p3rdt1076,"(-121.78530233630407, 37.802060454385774)",604.5396118164062,22.0
705,p3rdt1084,"(-121.78421001129014, 37.80217536281225)",601.6878051757812,12.0
706,p3rdt1086,"(-121.78610749156041, 37.80283483363165)",608.15478515625,8.0
707,p3rdt1079,"(-121.78668227385499, 37.80311113643918)",611.8441772460938,9.0
708,p3rdt1085,"(-121.78719202207185, 37.8038914777662)",614.9661865234375,10.0
709,p3rdt1080,"(-121.78762878939698, 37.80419568360922)",615.1089477539062,23.0
710,p3rdt1063,"(-121.78912357686804, 37.805869395087875)",615.4298706054688,8.0
711,p3rdt1055,"(-121.78923061273667, 37.80605641506062)",615.106201171875,0.0
712,p3rdt1066,"(-121.78991819077339, 37.80659857652473)",615.4661865234375,7.0
713,p3rdt1060,"(-121.79008231169597, 37.80676815678038)",614.8458862304688,10.0
714,p3rdt1052,"(-121.79200278129902, 37.80841120907687)",629.355712890625,7.0
715,p3rdt1052-p3rhs0_1247x_b1_1,"(-121.83424789600531, 37.83107238668294)",417.3160400390625,45.0
716,p3rdt1057lv,"(-121.7894603430755, 37.80706351338279)",609.8658447265625,8.0
717,p3rlv1868,"(-121.78942913592068, 37.80687577763017)",610.9129638671875,0.0
718,p3rdt1057,"(-121.78951312387012, 37.80706903644028)",609.8658447265625,8.0
719,p3rdt540lv,"(-121.79524441695688, 37.788883040778856)",409.5362854003906,0.0
720,p3rlv998,"(-121.79513474815921, 37.788503287442886)",412.1805114746094,0.0
721,p3rdt347,"(-121.78961522789095, 37.79223488127189)",473.2230529785156,4.0
722,p3rdt347_b1_1,"(-121.78801274557684, 37.7920623564163)",458.5028381347656,0.0
723,p3rdt314,"(-121.78289806057852, 37.79275484610466)",529.9440307617188,0.0
724,p3rdt314_b1_1,"(-121.78311544960039, 37.7935890938239)",523.4273071289062,4.0
725,p3rdt313,"(-121.77837829218889, 37.79556279796622)",537.0548095703125,4.0
726,p3rdt313_b1_1,"(-121.77912745912882, 37.79639249667414)",537.2822875976562,7.0
727,p3rdt176lv,"(-121.7494709536194, 37.74613071096293)",180.5911407470703,0.0
728,p3rlv323,"(-121.74952422311404, 37.74613078586413)",180.5911407470703,0.0
729,p3rdt153,"(-121.75029213396425, 37.749530978482646)",188.6708221435547,0.0
730,p3rdt176,"(-121.74941933538736, 37.74614149859356)",180.5353240966797,0.0
731,p3rdt159lv,"(-121.74772289255112, 37.7571166113915)",222.40806579589844,0.0
732,p3rlv289,"(-121.74773434517171, 37.75715797183132)",222.36190795898438,0.0
733,p3rdt33lv,"(-121.79593468696504, 37.72028990541092)",165.80979919433594,0.0
734,p3rlv57,"(-121.79617605703197, 37.72007092399462)",164.58868408203125,0.0
735,p3rdt167-p3rdt33x,"(-121.79347534886477, 37.72062041996099)",164.96075439453125,0.0
736,p3rdt167-p3rdt33xx,"(-121.79602656672354, 37.72033075378626)",165.42855834960938,0.0
737,p3rdt1446lv,"(-121.79715672172406, 37.71509967333749)",167.28329467773438,0.0
738,p3rlv2641,"(-121.79731325821503, 37.714999296347266)",168.4566650390625,0.0
739,p3rlv2645,"(-121.79700435826686, 37.71515837545388)",167.25128173828125,0.0
740,p3rdt113lv,"(-121.77744066092907, 37.76147596433108)",217.6385040283203,0.0
741,p3rlv200,"(-121.7774907121822, 37.76149060460041)",218.4210662841797,0.0
742,p3rdt113,"(-121.77739879272842, 37.76144974134718)",219.1358642578125,0.0
743,p3rdt1052-p3rdt1054x,"(-121.7935873997148, 37.80825745848177)",648.5875854492188,9.0
744,p3rdt1057-p3rdt1062x,"(-121.78956642465504, 37.80707052368014)",610.306640625,8.0
745,p3rdt1062,"(-121.78801011112785, 37.80735175936659)",614.6688232421875,11.0
746,p3rdt1064,"(-121.7862097689654, 37.80577021644402)",598.4854736328125,8.0
747,p3rdt1059,"(-121.78532366058317, 37.80630688244144)",586.5142211914062,8.0
748,p3rdt167,"(-121.79342175518444, 37.720601677306725)",164.83831787109375,0.0
749,p3rdt165,"(-121.79300000747928, 37.72071448795205)",165.16871643066406,0.0
750,p3rdt33,"(-121.79597653909794, 37.720316121702766)",165.80979919433594,0.0
751,p3rdt956-p3rdt960x_b2_1,"(-121.77761904253906, 37.774938956990916)",284.2013854980469,6.0
752,p3rdt1077_b2_1,"(-121.78255268259029, 37.802965498312126)",567.0332641601562,28.0
753,p3rdt494,"(-121.78076090801842, 37.806693410702046)",459.14447021484375,23.0
754,p3rdt171_b2_1,"(-121.75153963687383, 37.76333651591565)",252.87681579589844,0.0
755,p3rdt107_b2_1,"(-121.77154328024649, 37.75238896738636)",189.74716186523438,0.0
756,p3rdt967_b2_1,"(-121.78310321082598, 37.772174740979665)",255.4751739501953,0.0
757,p3rdt1074-p3rdt959x_b2_1,"(-121.7785359759199, 37.77786859013225)",323.3876647949219,3.0
758,p3rdt988_b2_1,"(-121.77620589425248, 37.782828444072585)",380.95880126953125,0.0
759,p3rdt1001-p3rdt988x_b2_1,"(-121.7711866520852, 37.785570139047444)",405.1180419921875,4.0
760,p3rdt1001-p3rdt313x_b2_1,"(-121.7768601704254, 37.79480411433168)",524.4246215820312,2.0
761,p3rdt1084-p3rdt313x_b2_1,"(-121.7833975858999, 37.801315892236076)",597.7943725585938,5.0
762,p3rdt1052-p3rhs0_1247x_b2_1,"(-121.834210716406, 37.83118462498073)",415.5221862792969,20.0
763,p3rdt347_b2_1,"(-121.78787603997675, 37.79208798801452)",456.90777587890625,0.0
764,p3rdt540,"(-121.79519384801588, 37.788896558221396)",407.9621887207031,8.0
765,p3rdt314_b2_1,"(-121.7832042245822, 37.7937161887141)",524.3048095703125,3.0
766,p3rdt313_b2_1,"(-121.77916041342851, 37.7964744496626)",537.2822875976562,5.0
